column updating,iteration,0,total_system_demand,76843.1,avg travel time,9.30994,optimization obj,893.056,relative_gap,0.124393,
column updating,iteration,1,total_system_demand,76843.1,avg travel time,9.30224,optimization obj,210.181,relative_gap,0.0293676,
column updating,iteration,2,total_system_demand,76843.1,avg travel time,9.301,optimization obj,544.544,relative_gap,0.0761293,
column updating,iteration,3,total_system_demand,76843.1,avg travel time,9.30047,optimization obj,592.014,relative_gap,0.0827887,
column updating,iteration,4,total_system_demand,76843.1,avg travel time,9.30014,optimization obj,530.599,relative_gap,0.0742147,
column updating,iteration,5,total_system_demand,76843.1,avg travel time,9.29992,optimization obj,454.643,relative_gap,0.0635988,
column updating,iteration,6,total_system_demand,76843.1,avg travel time,9.29978,optimization obj,386.77,relative_gap,0.0541086,
column updating,iteration,7,total_system_demand,76843.1,avg travel time,9.29966,optimization obj,331.54,relative_gap,0.0463847,
column updating,iteration,8,total_system_demand,76843.1,avg travel time,9.29957,optimization obj,287.989,relative_gap,0.0402933,
column updating,iteration,9,total_system_demand,76843.1,avg travel time,9.2995,optimization obj,253.667,relative_gap,0.0354923,
column updating,iteration,10,total_system_demand,76843.1,avg travel time,9.29943,optimization obj,226.538,relative_gap,0.0316972,
column updating,iteration,11,total_system_demand,76843.1,avg travel time,9.29937,optimization obj,204.906,relative_gap,0.0286712,
column updating,iteration,12,total_system_demand,76843.1,avg travel time,9.29932,optimization obj,187.493,relative_gap,0.0262351,
column updating,iteration,13,total_system_demand,76843.1,avg travel time,9.29927,optimization obj,173.306,relative_gap,0.0242503,
column updating,iteration,14,total_system_demand,76843.1,avg travel time,9.29923,optimization obj,161.592,relative_gap,0.0226115,
column updating,iteration,15,total_system_demand,76843.1,avg travel time,9.29919,optimization obj,151.83,relative_gap,0.0212458,
column updating,iteration,16,total_system_demand,76843.1,avg travel time,9.29916,optimization obj,143.613,relative_gap,0.0200961,
column updating,iteration,17,total_system_demand,76843.1,avg travel time,9.29913,optimization obj,136.61,relative_gap,0.0191163,
column updating,iteration,18,total_system_demand,76843.1,avg travel time,9.2991,optimization obj,130.573,relative_gap,0.0182717,
column updating,iteration,19,total_system_demand,76843.1,avg travel time,9.29907,optimization obj,125.333,relative_gap,0.0175386,
classification,impact_OD_counts,504,impact_OD_counts_with_detour,325
sensitivity analaysis,iteration,0,total_system_demand,102540,avg travel time,9.64587,optimization obj,8929.11,relative_gap,0.902598,
sensitivity analaysis,iteration,1,total_system_demand,102540,avg travel time,9.64329,optimization obj,8647.9,relative_gap,0.874409,
sensitivity analaysis,iteration,2,total_system_demand,102540,avg travel time,9.64081,optimization obj,8377.72,relative_gap,0.847311,
sensitivity analaysis,iteration,3,total_system_demand,102540,avg travel time,9.63843,optimization obj,8118.07,relative_gap,0.821256,
sensitivity analaysis,iteration,4,total_system_demand,102540,avg travel time,9.63614,optimization obj,7868.52,relative_gap,0.796202,
sensitivity analaysis,iteration,5,total_system_demand,102540,avg travel time,9.63395,optimization obj,7628.64,relative_gap,0.772108,
sensitivity analaysis,iteration,6,total_system_demand,102540,avg travel time,9.63184,optimization obj,7398.01,relative_gap,0.748932,
sensitivity analaysis,iteration,7,total_system_demand,102540,avg travel time,9.62982,optimization obj,7176.24,relative_gap,0.726635,
sensitivity analaysis,iteration,8,total_system_demand,102540,avg travel time,9.62787,optimization obj,6962.95,relative_gap,0.705183,
sensitivity analaysis,iteration,9,total_system_demand,102540,avg travel time,9.626,optimization obj,6757.78,relative_gap,0.684539,
sensitivity analaysis,iteration,10,total_system_demand,102540,avg travel time,9.62421,optimization obj,6560.4,relative_gap,0.664671,
sensitivity analaysis,iteration,11,total_system_demand,102540,avg travel time,9.62248,optimization obj,6370.48,relative_gap,0.645547,
sensitivity analaysis,iteration,12,total_system_demand,102540,avg travel time,9.62083,optimization obj,6187.71,relative_gap,0.627136,
sensitivity analaysis,iteration,13,total_system_demand,102540,avg travel time,9.61923,optimization obj,6011.79,relative_gap,0.609409,
sensitivity analaysis,iteration,14,total_system_demand,102540,avg travel time,9.6177,optimization obj,5842.45,relative_gap,0.592339,
sensitivity analaysis,iteration,15,total_system_demand,102540,avg travel time,9.61623,optimization obj,5679.4,relative_gap,0.575898,
sensitivity analaysis,iteration,16,total_system_demand,102540,avg travel time,9.61481,optimization obj,5522.43,relative_gap,0.560065,
sensitivity analaysis,iteration,17,total_system_demand,102540,avg travel time,9.61345,optimization obj,5371.77,relative_gap,0.544864,
sensitivity analaysis,iteration,18,total_system_demand,102540,avg travel time,9.61215,optimization obj,5226.9,relative_gap,0.530243,
sensitivity analaysis,iteration,19,total_system_demand,102540,avg travel time,9.6109,optimization obj,5087.43,relative_gap,0.516163,
